职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接,市,关键字,最低工资,最高工资
c/c++，java，js，python软件开发,1.8万-3.5万 · 16薪,滨江,1-3年,本科,后端开发、WEB开发、Python、Java,外企德科,http://jobs.zhaopin.com/CC138117190J40393126705.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,24000.0,46666.666666666664
数据分析师课程杭州/培训招生,8千-1万 · 13薪,拱墅,经验不限,大专,数据分析、Java、Python、R语言、商业数据分析、市场数据分析、运营数据分析、销售数据分析,51Testing,http://jobs.zhaopin.com/CC145362720J40364996702.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,8666.666666666666,10833.333333333334
数据分析师,1万-1.9万,拱墅,3-5年,本科,Python,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40474502115.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,10000.0,19000.0
python自动化测试工程师,1.2万-2万,滨江,3-5年,本科,Python、Java、测试开发、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40483624416.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,12000.0,20000.0
Python大数据分析特训营课程HZ/培训招生,8千-1万 · 13薪,拱墅,经验不限,大专,模具设计、工装设计、机械零部件设计、机械外观设计、机械结构设计、机械仿真设计、机械电路设计、机械装配设计,51Testing,http://jobs.zhaopin.com/CC145362720J40364996402.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,8666.666666666666,10833.333333333334
后端开发工程师（需现场面试+笔试）,1万-1.7万,上城,经验不限,本科,Java、Python、SQL、Maven,杭州德亚投资管理有限公司,http://jobs.zhaopin.com/CC703410330J40187391202.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,10000.0,17000.0
软件开发实习生,2千-4千,余杭,经验不限,本科,Java、Python,浙江飞航智能科技有限公司,http://jobs.zhaopin.com/CCL1393508010J40396087404.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,2000.0,4000.0
自动化运维(浙商银行，统本，Shell/Python),1万-1.2万,萧山,3-5年,本科,自动化运维、Python、Shell、数据库产品运维、金融经验,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40511791310.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,10000.0,12000.0
互联网Python开发工程师（包三餐）,1万-1.5万,余杭,1-3年,本科,HTTP、RPC、HTML,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40493912616.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,10000.0,15000.0
数据分析工程师,1.2万-1.7万,萧山,3-5年,本科,数据治理、数据挖掘、Python、SPSS、Oracle、MySQL、数据分析,北京腾信软创科技股份有限公司,http://jobs.zhaopin.com/CC196911810J40585683715.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,12000.0,17000.0
NLP实习生,200-400/天,西湖,经验不限,本科,C++、Python、PyTorch,箴理科技(杭州)有限责任公司,http://jobs.zhaopin.com/CCL1475429960J40491150005.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,4350.0,8700.0
C/C++/python/JJava开发工程师,1.5万-3万 · 14薪,滨江,经验不限,本科,C++、Java、Python,外企德科,http://jobs.zhaopin.com/CC138117190J40481220705.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,17500.0,35000.0
golang开发工程师(平台类),8千-1.4万,滨江,1-3年,本科,Golang、Python、Java、C/C++,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40234585514.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,8000.0,14000.0
数据分析师,1.4万-2万 · 14薪,拱墅,3-5年,本科,数据治理、数据挖掘、数据建模、Sql、Python、BI工具、Power BI,易豹网络科技有限公司,http://jobs.zhaopin.com/CC844598510J40489639406.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,16333.333333333334,23333.333333333336
Java/前端/Python/C/C++/测试 福利好,1.2万-2.3万,滨江,经验不限,本科,C++、C、Python,外企德科,http://jobs.zhaopin.com/CC138117190J40507109005.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,12000.0,23000.0
软件开发工程师(C/C++/Python/Java/Lua),面议,滨江,经验不限,本科,后端开发、嵌入式技术、软件工程师、Linux,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40475976114.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,12919.836258254378,20824.214667671546
python开发工程师,1万-1.5万,滨江,1-3年,本科,Python web框架、前端开发、后端开发,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40477148516.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,10000.0,15000.0
鲲鹏培训工程师,1.5万-2.5万 · 15薪,滨江,1-3年,本科,Python、Java、C++、ARM、X86、服务器、云服务、MIPS,浙江华为,http://jobs.zhaopin.com/CC140634190J40275840610.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,18750.0,31250.000000000004
游戏测试（射击类）,8千-1.2万 · 13薪,滨江,经验不限,本科,Python、自动化测试、射击游戏,武汉讯锡云科技有限公司,http://jobs.zhaopin.com/CC566069530J40494667505.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,8666.666666666666,13000.0
软件开发工程师（C/java/python/go）,1.4万-2.8万 · 15薪,滨江,1-3年,本科,后端开发、MySQL、架构设计、python爬虫、深度学习、SpringBoot、微服务架构、分布式技术,外企德科,http://jobs.zhaopin.com/CC138117190J40354209605.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,17500.0,35000.0
python开发工程师,1.3万-1.5万,西湖,5-10年,本科,MySQL,武汉佰钧成技术有限责任公司,http://jobs.zhaopin.com/CC364485720J40511081405.htm?refcode=4019&srccode=401901&preactionid=c1721e83-8b14-4344-9af0-b79d4e1183fb,杭州,python,13000.0,15000.0
数据治理工程师（实习）,150-240/天,西湖,经验不限,学历不限,Python、机器学习、神经网络、Spark,箴理科技(杭州)有限责任公司,http://jobs.zhaopin.com/CCL1475429960J40491147805.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,3262.5,5220.0
游戏AI测试工程师,8千-1.2万,滨江,经验不限,本科,Python、SQL、MySQL、Linux、算法测试、游戏测试、手游测试、丰富的游戏经验,上海微创软件股份有限公司,http://jobs.zhaopin.com/CC000638920J40539969914.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,8000.0,12000.0
软件开发工程师 (java c++ python js ),1.5万-3万 · 15薪,滨江,经验不限,本科,后端开发、大数据开发、JavaScript,外企德科,http://jobs.zhaopin.com/CC138117190J40394469805.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,18750.0,37500.0
测试工程师,6千-7千 · 14薪,滨江,1年以下,本科,自动化测试、Python、Jmeter、JS,滨江兄弟信息技术(杭州)有限公司,http://jobs.zhaopin.com/CC335923910J40221097303.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,7000.0,8166.666666666667
数据库开发工程师,1万-1.6万 · 14薪,西湖,3-5年,本科,Oracle、SQL Server、Hive、Hadoop,杭州衡泰技术股份有限公司,http://jobs.zhaopin.com/CC140358190J40481187906.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,11666.666666666668,18666.666666666664
Python开发工程师,1.5万-3万 · 16薪,滨江,1-3年,本科,Java、Linux、网络爬虫技术、微服务架构,外企德科,http://jobs.zhaopin.com/CC138117190J40415940605.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,20000.0,40000.0
python测试,1万-1.4万,滨江,1-3年,本科,Python、UI自动化测试、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40480621816.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,10000.0,14000.0
智慧能源工程师（智能算法开发/测试/运维/UI）,1万-2万,拱墅,经验不限,硕士,Java、Python,杭州汽轮新能源有限公司,http://jobs.zhaopin.com/CC447140110J40447561504.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,10000.0,20000.0
Java/web前端/python/C/C++开发/测试工程师,1.5万-3万 · 16薪,滨江,经验不限,本科,后端开发、前端开发,外企德科,http://jobs.zhaopin.com/CC138117190J40433827005.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,20000.0,40000.0
nlp算法工程师,1.6万-2.2万,余杭,经验不限,大专,BERT、Python、LLM,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40495156506.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,16000.0,22000.0
生物信息分析工程师,1万-1.5万,萧山,经验不限,本科,生物信息工程师、微生物、R语言、Python、Perl,杭州微数生物科技有限公司,http://jobs.zhaopin.com/CCL1267133250J40169845113.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,10000.0,15000.0
JAVA/Python/C/C++/JS/Go/前端/测试,1.6万-3万 · 16薪,滨江,经验不限,本科,数据结构、后端开发、Linux、微服务架构、算法基础、软件工程师、全栈开发、MVC开发,外企德科,http://jobs.zhaopin.com/CC138117190J40287294805.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,21333.333333333332,40000.0
数据清洗/收集,1.7万-1.9万,余杭,3-5年,本科,Python、SQL、Spark、Hive,博彦科技,http://jobs.zhaopin.com/CC000163970J40513372003.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,17000.0,19000.0
Python开发工程师,1万-1.5万,杭州,1-3年,本科,DOCKER CLI、后端开发,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544466J00234019809.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,10000.0,15000.0
Java/C/C++/Python/前端开发工程师,1.8万-3.5万 · 15薪,滨江,经验不限,本科,,外企德科,http://jobs.zhaopin.com/CC138117190J40497454005.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,22500.0,43750.0
java/Python/C/C++/前端/测试/大数据开发,面议,滨江,经验不限,本科,后端开发、前端开发、软件测试,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40509284114.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,12919.836258254378,20824.214667671546
算法工程师（23及24届校招）(A11940),2万-4万 · 14薪,余杭,经验不限,硕士,C++、Python,弈芯科技(杭州)有限公司,http://jobs.zhaopin.com/CCL1361675880J40455501111.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,23333.333333333336,46666.66666666667
Python/C/C++/Java 测试开发,1.1万-1.7万,滨江,3-5年,本科,Java、Python、C/C++、Shell、自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40488835616.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,11000.0,17000.0
图像算法工程师,面议,滨江,1-3年,本科,图像处理、图像增强、PyTorch、C/C++、Python、CNN、车牌识别、OpenCV,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40424397214.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,12919.836258254378,20824.214667671546
远程-Golang开发工程师,1.9万-3.5万,上城,1-3年,本科,Python、C语言、Shell,深圳支流科技有限公司,http://jobs.zhaopin.com/CC867513380J40510063009.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,19000.0,35000.0
急招python测试,1.1万-1.5万,滨江,1-3年,本科,测试开发、性能测试、接口测试、APP测试、UI自动化测试、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40300250616.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,11000.0,15000.0
学信网-游戏测试（13薪-双休-六险一金）,6千-1万 · 13薪,滨江,1-3年,本科,Python、动作游戏、体育竞技类游戏、MMORPG游戏、竞速游戏、赛车,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40359652306.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,6500.0,10833.333333333334
Java/前端/测试/python/c++/c/大数据开发,1.4万-2.8万 · 14薪,滨江,经验不限,本科,后端开发、WEB开发、Java,外企德科,http://jobs.zhaopin.com/CC138117190J40366631105.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,16333.333333333334,32666.666666666668
Python自动化测试,1万-2万,滨江,1-3年,本科,Python、自动化测试、Java,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40243232616.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,10000.0,20000.0
游戏测试,1万-1.3万,滨江,1-3年,大专,Python、手游测试、页游测试、SLG游戏、MMORPG游戏,博彦科技承德有限公司,http://jobs.zhaopin.com/CC637366030J40498881006.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,10000.0,13000.0
数据分析师,1万-1.5万,杭州,3-5年,本科,Python、商业数据分析、运营数据分析、销售数据分析,杭州君远健康科技有限公司,http://jobs.zhaopin.com/CC309285280J40346197605.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,10000.0,15000.0
JAVA 、Python 、C、C++、web、测试,1.6万-2.4万 · 14薪,滨江,经验不限,本科,C、Python、Javascript、Spring、Mybatis、MySQL、Oracle、SQLServer、Java、WEB、测试,外企德科,http://jobs.zhaopin.com/CC138117190J40510478005.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,18666.666666666664,28000.0
python自动化测试工程师,1.2万-2万,滨江,3-5年,本科,Python、Java、C/C++,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40488896416.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,12000.0,20000.0
帆软BI开发工程师,1.3万-1.5万,滨江,3-5年,本科,报表开发、数据可视化、FineBI、SQL、MySQL、HANA、FineReport、看板开发、帆软,博彦科技,http://jobs.zhaopin.com/CC000163970J40475496503.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,13000.0,15000.0
遥感算法工程师,1.2万-2万,杭州,3-5年,本科,Python、图像识别、GIS、深度学习,杭州零重空间技术有限公司,http://jobs.zhaopin.com/CC816555490J00257167806.htm?refcode=4019&srccode=401901&preactionid=8716e87c-ba8f-40d6-b5b5-70ad4cf0a80f,杭州,python,12000.0,20000.0
Python自动化测试-杭州滨江,1.1万-2.2万,滨江,1-3年,本科,Python、自动化测试、Web自动化、Oracle、Linux、C/C++、Shell、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40205489716.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,11000.0,22000.0
业务数据分析师,8千-1万,钱塘,3-5年,本科,Python、Java,力控科技,http://jobs.zhaopin.com/CC133775030J40582478115.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,8000.0,10000.0
报表开发工程师,1.4万-1.6万,上城,1-3年,本科,报表开发、SQL、ETL、FineReport、BI,上海吉信科光电信息技术有限公司,http://jobs.zhaopin.com/CC494109230J40205742813.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,14000.0,16000.0
python测试工程师,9千-1.3万,滨江,1-3年,本科,Python、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40497997416.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,9000.0,13000.0
ETL开发工程师,1.2万-1.8万,余杭,3-5年,本科,SQL、Python、Kettle、Oracle、MySQL、数据开发,浙江鸿程计算机系统有限公司,http://jobs.zhaopin.com/CC135288900J40394310308.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,12000.0,18000.0
测试工程师（双休-965）,1万-1.5万,滨江,3-5年,大专,Python、自动化测试、功能测试、软件测试,杭州对点人力资源管理有限公司,http://jobs.zhaopin.com/CC414409920J40390450709.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,10000.0,15000.0
python运维开发工程师,1.2万-1.5万,西湖,3-5年,本科,Python、Linux、MySQL,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40481679716.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,12000.0,15000.0
java/python/C/C++软件开发工程师,1.3万-2.6万 · 15薪,滨江,1-3年,本科,JavaScript、web前端,外企德科,http://jobs.zhaopin.com/CC138117190J40182521005.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,16249.999999999998,32499.999999999996
数据库开发工程师,1.2万-1.9万 · 13薪,滨江,1-3年,本科,数据库、数据库开发、SQL、数据仓库、Oracle,北京银信长远科技股份有限公司深圳分公司,http://jobs.zhaopin.com/CC453344410J40228797616.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,13000.0,20583.333333333332
Python自动化测试-杭州,1万-1.3万,滨江,1-3年,本科,Python、接口自动化测试,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40490885816.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727,杭州,python,10000.0,13000.0
